"Company ID","Company Name","Branch ID","Street Address","City","State","Country","Postal Code","Contact Name","Contact Phone Number","Contact Email","License Number","License Name"
942695,"Cavalry Portfolio Services, Llc",954043,"1611 County Road B West Suite 306","Roseville","MN","USA",55113,"Anne Thomas","914-347-3440","kcastagna@cavps.com","DC0955","MA Debt Collector"
942695,"Cavalry Portfolio Services, Llc",997882,"4050 E. Cotton Center Blvd Bldg. 2, Ste. 20","Phoenix","AZ","USA",85040,"Anne Thomas","914-347-3440","kcastagna@cavps.com","DC942695","MA Debt Collector"
1126424,"Cbe Customer Solutions, Inc.",,"1309 Technology Parkway ","Cedar Falls","IA","USA",50613,"Sherilyn Kistner","319-833-1208","cbe-cs-licensing@cbecompanies.com","DC1126424","MA Debt Collector"
1126424,"Cbe Customer Solutions, Inc.",1178645,"10Th Floor Bonifacio One Technology Tower Rizal Drive West Cor. 31St Street","Fort Bonifacio, Taguig City",,"PHL",1634,"Sherilyn Kistner","319-833-1208","cbe-cs-licensing@cbecompanies.com","DC1126424","MA Debt Collector"
1126424,"Cbe Customer Solutions, Inc.",1210363,"233 Fisher Drive ","Waterloo","IA","USA",50701,"Sherilyn Kistner","319-833-1208","cbe-cs-licensing@cbecompanies.com","DC1126424","MA Debt Collector"
1126424,"Cbe Customer Solutions, Inc.",1222508,"607 South Business Ih 35 Suite 105","New Braunfels","TX","USA",78130,"Sherilyn Kistner","319-833-1208","cbe-cs-licensing@cbecompanies.com","DC1126424","MA Debt Collector"
934880,"Ccb Credit Services Inc.",,"5300 S. 6Th St. ","Springfield","IL","USA",62703,"Donna Ragsdale","217-786-4800","donna@ccbcreditservices.net","DC0569","MA Debt Collector"
959560,"Cedars Business Services, Llc",,"5230 Las Virgenes Road Suite 210","Calabasas","CA","USA",91302,"Amir Erez","818-224-3800","alerez@cedarfinancial.com","DC959560","MA Debt Collector"
1056920,"Central Credit Services Llc",,"9550 Regency Square Blvd. Suite 500","Jacksonville","FL","USA",32225,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1185795,"20 Corporate Hill Drive ","St. Charles","MO","USA",63301,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1218281,"1111 Montgomery Street Suite A","Decorah","IA","USA",52101,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1218288,"4370 West 109Th Street ","Overland Park","KS","USA",66211,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1218293,"1-3 Pimento Way Cazoumar Freezone","Montego Bay",,"JAM",0,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1218299,"Ave. Simon Bolivar Centro Comercial Plaza Agora Transistmica Planta Baja","Panama City",,"PAN",0,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1248807,"500 N. Franklin Turnpike ","Ramsey","NJ","USA",7446,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
1056920,"Central Credit Services Llc",1254197,"501 & 601, A Wing, Supreme Business Park Hiranandani Gardens","Powai, Mumbai",,"IND",400076,"Gregory Stevens","904-371-5203","greg.stevens@ccscollect.com","DC1056920","MA Debt Collector"
929038,"Central Portfolio Control Inc",,"10249 Yellow Circle Drive Suite 200","Minnetonka","MN","USA",55343,"Mark Hedge","952-944-5440","markhedge@cpcrecovery.com","DC0796","MA Debt Collector"
1215163,"Central Research, Inc.",,"106 N. Bloomington St Ste S","Lowell","AR","USA",72745,"Scott Dillard","479-419-5456 ext.1018","scott_dillard@central-research.com","DC1215163","MA Debt Collector"
1215163,"Central Research, Inc.",1524459,"106 N. Bloomington St Ste S","Lowell","AR","USA",72745,"Scott Dillard","479-419-5456 ext.1018","scott_dillard@central-research.com","DC1215163","MA Debt Collector"
1134223,"Checkredi Of Kentucky, Llc",,"406 Park Place ","Lexington","KY","USA",40511,"Olivia Black-Bartlett","859-967-7334","nikkibartlett@checkredi.com","DC1134223","MA Debt Collector"
3761,"Clearspring Loan Services, Inc.",,"18451 North Dallas Parkway Suite 100","Dallas","TX","USA",75287,"Chalise Freitag","972-715-1008","chalise.freitag@clearspringls.com","DC1316","MA Debt Collector"
934561,"Client Services, Inc.",,"3451 Harry S. Truman Blvd. ","St. Charles","MO","USA",63301,"Jessica Gottuso","636-255-3135","jessica.gottuso@clientservices.com","DC0467","MA Debt Collector"
934561,"Client Services, Inc.",942785,"14425 College Blvd., Ste. 170 ","Lenexa","KS","USA",66125,"Jessica Gottuso","636-255-3135","jessica.gottuso@clientservices.com","DC111016-102","MA Debt Collector"
934561,"Client Services, Inc.",1098474,"Eurocenter Diursa, Building 1, 2Nd Floor Barreal De Heredia, Frente A Cenada","Heredia",,"CRI",,"Jessica Gottuso","636-255-3135","jessica.gottuso@clientservices.com","DC934561","MA Debt Collector"
935753,"Cmre Financial Services, Inc.",,"3075 East Imperial Highway, #200 ","Brea","CA","USA",92821,"Sandy Lawrence","714-982-5222","sandy@cmrefsi.com","DC0974","MA Debt Collector"
967350,"Coast Professional Inc",,"4273 Volunteer Rd ","Geneseo","NY","USA",14454,"Susan Sanders","318-807-6369","ssanders@coastprofessional.com","DC967350","MA Debt Collector"
967350,"Coast Professional Inc",970178,"214 Expo Circle Ste 7","West Monroe","LA","USA",71292,"Susan Sanders","318-807-6369","ssanders@coastprofessional.com","DC970178","MA Debt Collector"
967350,"Coast Professional Inc",1114195,"50 Methodist Hill Drive, Suite 700 ","Rochester","NY","USA",14623,"Susan Sanders","318-807-6369","ssanders@coastprofessional.com","DC967350","MA Debt Collector"
952163,"Coastal Medical Billing, Inc.",,"9 Main Street, Suite 2K ","Manchaug","MA","USA",1526,"Carla Vanderbaan","508-476-9740","carla@coastalbilling.com","DC0375","MA Debt Collector"
934255,"Collection Bureau Of America, Ltd.",,"25954 Eden Landing Road ","Hayward","CA","USA","94545-3816","Linda Jackson","510-781-5100","lindaj@collectionbureauofamerica.com","DC111973-101","MA Debt Collector"
929063,"Collection Bureau Of The Hudson Valley, Inc.",,"155 N Plank Rd ","Newburgh","NY","USA",12550,"Kurt Najork","845-561-6880","kurt@cbhv.com","DC0596","MA Debt Collector"
1087588,"Collection Center Inc",,"128 Soo Line Drive Suite 302","Bismarck","ND","USA",58501,"Randy Fischer","701-204-0623","randy.fischer@startek.com","DC1087588","MA Debt Collector"
954466,"Collection Recovery Services Inc",,"29 Regency Plaza ","Glen Mills","PA","USA",19342,"Michael Sloan","610-358-5770","crssloan@comcast.net","DC1261","MA Debt Collector"
931129,"Collection Technology Incorporated",,"10801 6Th Street, Suite 200 ","Rancho Cucamonga","CA","USA",91730,"Chris Van Dellen","800-743-4284","cvandellen@collectiontechnology.com","DC0570","MA Debt Collector"
954640,"Collections Unlimited Of Texas Inc",,"2000 S. Dairy Ashford Suite 680","Houston","TX","USA",77077,"Candice Sincere","281-588-1015","csincere@collectionsunlimitedtx.com","DC0441","MA Debt Collector"
891474,"Collecto, Inc.",,"700 Longwater Drive ","Norwell","MA","USA",2061,"Matthew Clark","781-753-4239","matthew.clark@eos-usa.com","DC0293","MA Debt Collector"
940544,"Community Cash Management Corporation",,"36 Industrial Way, Suite 201 ","Rochester","NH","USA",3867,"Mark Niska","781-910-9426","mniska@marcamassociates.com","DC0237","MA Debt Collector"
947717,"Complete Payment Recovery Services, Inc.",,"11601 Roosevelt Boulevard, Ta-09 ","St. Petersburg","FL","USA",33716,"Paula Crane","205-469-3487","paula.crane@fisglobal.com","DC0720","MA Debt Collector"
947717,"Complete Payment Recovery Services, Inc.",951336,"3500 5Th Street ","Northport","AL","USA",35476,"Paula Crane","205-469-3487","paula.crane@fisglobal.com","DC111145-101","MA Debt Collector"
3020,"Compu-Link Corporation",,"3900 Capital City Blvd ","Lansing","MI","USA",48906,"Stephanie Hazel","517-321-8366","stephanieh@celink.com","DC3020","MA Debt Collector"
934772,"Computer Credit, Inc.",,"470 West Hanes Mill Rd., Ste. 200 ","Winston-Salem","NC","USA","27105-9102","Maria Munoz","336-761-1524x1022","mmunoz@cciws.com","DC0078","MA Debt Collector"
1202454,"Comstar, Llc",,"8 Turcotte Memorial Drive ","Rowley","MA","USA",1969,"Richard Martin","978-771-6782","rick.martin@comstarbilling.com","DC1202454","MA Debt Collector"
365917,"Concord Servicing Corporation",,"4150 N. Drinkwater Blvd. Suite 200","Scottsdale","AZ","USA",85251,"Sonja Yurkiw","480-998-7585","syurkiw@concordservicing.com","DC0502","MA Debt Collector"
931244,"Conrad Credit Corporation",,"476 W. Vermont Ave. ","Escondido","CA","USA",92025,"Elaine Garrido","760-735-5001","egarrido@conradco.com","DC0922","MA Debt Collector"
943494,"Constar Financial Services, Llc",,"10400 N 25Th Ave Suite #100","Phoenix","AZ","USA",85021,"Lujuana Defrance","602-889-9609","lujuana.defrance@constarfinancial.com","DC1192","MA Debt Collector"
954690,"Continental Central Credit Of Massachusetts Inc",,"5611 Palmer Way, Ste G ","Carlsbad","CA","USA",92010,"Josh Marukelli","800-525-6000 X124","joshm@cccreditinc.com","DC0400","MA Debt Collector"
931208,"Continental Service Group, Inc.",,"200 Crosskeys Office Park ","Fairport","NY","USA",14450,"Pamela Baird","585-421-1000x5554","pbaird@conserve-arm.com","DC0764","MA Debt Collector"
931208,"Continental Service Group, Inc.",951142,"201 Como Park Blvd ","Cheektowaga","NY","USA",14227,"Pamela Baird","585-421-1000x5554","pbaird@conserve-arm.com","DC1297","MA Debt Collector"
931208,"Continental Service Group, Inc.",1397241,"95 Methodist Hill Drive ","Rochester","NY","USA",14623,"Pamela Baird","585-421-1000x5554","pbaird@conserve-arm.com","DC931208","MA Debt Collector"
954069,"Contract Callers Inc",,"501 Greene St Suite 302","Augusta","GA","USA",30901,"Vicky Chason","706-868-5188","vchason@contractcallers.com","DC112584-101","MA Debt Collector"
930053,"Convergent Outsourcing, Inc.",,"800 Sw 39Th Street ","Renton","WA","USA","98057-4975","Felicia Lewis","425-562-9729","flewis@convergentusa.com","DC0743","MA Debt Collector"
930053,"Convergent Outsourcing, Inc.",936192,"10900 Corporate Centre Drive Suite 100","Houston","TX","USA",77041,"Felicia Lewis","425-562-9729","flewis@convergentusa.com","DC111161-102","MA Debt Collector"
930053,"Convergent Outsourcing, Inc.",937367,"10050 N. 25Th Avenue Suite 100","Phoenix","AZ","USA",85021,"Felicia Lewis","425-562-9729","flewis@convergentusa.com","DC111161-101","MA Debt Collector"
930053,"Convergent Outsourcing, Inc.",1543880,"2400 Presidents Drive 4Th Floor","Montgomery","AL","USA",36116,"Felicia Lewis","425-562-9729","flewis@convergentusa.com","DC930053","MA Debt Collector"
930053,"Convergent Outsourcing, Inc.",1543958,"84 Ne Loop 410 4Th Floor","San Antonio","TX","USA",78216,"Felicia Lewis","425-562-9729","flewis@convergentusa.com","DC930053","MA Debt Collector"
1117366,"Convergys Customer Management Group Inc.",,"400 N. Rogers Rd. ","Olathe","KS","USA",66062,"Danielle Keiter","913-393-5194","danielle.keiter@convergys.com","DC1117366","MA Debt Collector"
1074449,"Core Recoveries, Llc",,"2600 Eastpoint Parkway ","Louisville","KY","USA",40223,"Matthew Korn","502-690-5674","mkorn@corerecoveries.com","DC1074449","MA Debt Collector"
1134094,"Credence Resource Management, Llc",,"17000 Dallas Parkway, Suite 204 ","Dallas","TX","USA",75248,"Karan Negi","214-718-3983","karan.negi@credencerm.com","DC1134094","MA Debt Collector"
1117950,"Credit Adjustments, Inc.",,"330 Florence Street ","Defiance","OH","USA",43512,"Rachel Van Den Hengel","419-782-3709","rachel.vandenhengel@caiarm.com","DC1117950","MA Debt Collector"
1117950,"Credit Adjustments, Inc.",1152654,"1000 Cobb Place Boulevard Building 400 Suite 420","Kennesaw","GA","USA",30144,"Rachel Van Den Hengel","419-782-3709","rachel.vandenhengel@caiarm.com","DC1117950","MA Debt Collector"
1117950,"Credit Adjustments, Inc.",1152655,"228 Maple Street 2Nd Floor","Manchester","NH","USA",3101,"Rachel Van Den Hengel","419-782-3709","rachel.vandenhengel@caiarm.com","DC1117950","MA Debt Collector"
930908,"Credit Bureau Associates-Northeast, Inc.",,"30 Massachusetts Avenue, Suite 4 ","North Andover","MA","USA",1845,"Stephen Yang-Sammataro","978-682-2199","cban@shore.net","DC0227","MA Debt Collector"
237755,"Credit Bureau Collection Services, Inc.",,"7011 A.C. Skinner Parkway Suite 170","Jacksonville","FL","USA",32256,"Angelica Wexler","(888) 397-9500","angelica.wexler@cbc-companies.com","DC0538","MA Debt Collector"
237755,"Credit Bureau Collection Services, Inc.",950709,"3 Executive Park Drive Suite 202","Bedford","NH","USA",3110,"Angelica Wexler","(888) 397-9500","angelica.wexler@cbc-companies.com","DC0971","MA Debt Collector"
237755,"Credit Bureau Collection Services, Inc.",951103,"875 Greentree Road 8 Parkway Center Suite 100","Pittsburgh","PA","USA",15220,"Angelica Wexler","(888) 397-9500","angelica.wexler@cbc-companies.com","DC1251","MA Debt Collector"
237755,"Credit Bureau Collection Services, Inc.",951119,"1161 East Clark Road Suite 240","Dewitt","MI","USA",48820,"Angelica Wexler","(888) 397-9500","angelica.wexler@cbc-companies.com","DC1285","MA Debt Collector"
237755,"Credit Bureau Collection Services, Inc.",951646,"6450 Poe Avenue Suite 301","Dayton","OH","USA",45414,"Angelica Wexler","(888) 397-9500","angelica.wexler@cbc-companies.com","DC111050-106","MA Debt Collector"
237755,"Credit Bureau Collection Services, Inc.",1217857,"4764 E Fulton St. Suite 101","Grand Rapids","MI","USA",49301,"Angelica Wexler","(888) 397-9500","angelica.wexler@cbc-companies.com","DC237755","MA Debt Collector"
932663,"Credit Control Services, Inc.",,"725 Canton Street ","Norwood","MA","USA",2062,"Steven Sands","617-965-2000","gprilutsky@ccsusa.com","DC0376","MA Debt Collector"
932663,"Credit Control Services, Inc.",950654,"9 Northeastern Blvd. ","Salem","NH","USA",3079,"Steven Sands","617-965-2000","gprilutsky@ccsusa.com","DC110982-102","MA Debt Collector"
932663,"Credit Control Services, Inc.",950671,"175 Commerce Way ","Portsmouth","NH","USA",3801,"Steven Sands","617-965-2000","gprilutsky@ccsusa.com","DC110982-103","MA Debt Collector"
870875,"Credit Control, Llc",,"5757 Phantom Drive, Suite 330 ","Hazelwood","MO","USA",63042,"Richard Saffer","314-442-7399","rsaffer@credit-control.com","DC111363-105","MA Debt Collector"
870875,"Credit Control, Llc",991798,"9929 Race Track Road ","Tampa","FL","USA",33626,"Richard Saffer","314-442-7399","rsaffer@credit-control.com","DC111363-106","MA Debt Collector"
870875,"Credit Control, Llc",1120166,"4710 Eisenhower Blvd, Suite A-2 ","Tampa","FL","USA",33634,"Richard Saffer","314-442-7399","rsaffer@credit-control.com","DC870875","MA Debt Collector"
870875,"Credit Control, Llc",1367546,"5555 Redwood Street, Suite 120 ","Las Vegas","NV","USA",89118,"Richard Saffer","314-442-7399","rsaffer@credit-control.com","DC870875","MA Debt Collector"
933114,"Credit Information Bureau, Inc.",,"70 Jefferson Blvd. ","Warwick","RI","USA",2888,"Paul Decoste","401-781-7770x137","pdecoste@cibri.com","DC0341","MA Debt Collector"
938941,"Credit Management, Lp",,"4200 International Parkway ","Carrollton","TX","USA",75007,"Amberly Twiss","972-862-4229","alumsden@thecmigroup.com","DC0162","MA Debt Collector"
933191,"Credit Protection Association, L. P.",,"13355 Noel Road Suite 2100","Dallas","TX","USA",75240,"Jeff Davidson","972-233-9614x1186","jeffd@creditprotect.com","DC0459","MA Debt Collector"
933191,"Credit Protection Association, L. P.",1215543,"12005 Ford Road, Suite 800 ","Dallas","TX","USA",75234,"Jeff Davidson","972-233-9614x1186","jeffd@creditprotect.com","DC933191","MA Debt Collector"
1134368,"Credit Resolutions, Llc",,"500 Main Street Unit 1 P.O.Box 222","Middlefield","CT","USA","06455-0222","Janet Argenta","860-632-1993","janar310@snet.net","DC1134368","MA Debt Collector"
935745,"Credit World Services, Inc.",,"6000 Martway ","Shawnee Mission","KS","USA",66202,"Kelly Wilkinson","913-362-3950","k.wilkinson@creditworldservices.com","DC0927","MA Debt Collector"
1242163,"Csc Logic, Inc.",,"8616 Freeport Parkway Suite 2B","Irving","TX","USA",75063,"Cathy Laswell","469-499-8852","cstroud@csc.com","DC1242163","MA Debt Collector"
937505,"Cti, Inc",,"237 Lexington St Suite 10","Woburn","MA","USA",1890,"Christopher Cipro","781-376-1234","chris@cticollect.com","DC0092","MA Debt Collector"
997459,"Cu Recovery, Inc.",,"26263 Forest Blvd ","Wyoming","MN","USA",55092,"Marion Gordon","651-408-6100","marig@curecovery.com","DC997459","MA Debt Collector"
1002061,"D & A Services, Llc",,"1400 E. Touhy Avenue Suite G2","Des Plaines","IL","USA",60018,"Crystal Perez","773-309-0222","cperez@dnasllc.com","DC1002061","MA Debt Collector"
1002061,"D & A Services, Llc",1277923,"11111 Wilcrest Green Suite 225","Houston","TX","USA",77042,"Crystal Perez","773-309-0222","cperez@dnasllc.com","DC1002061","MA Debt Collector"
207709,"Dcm Services, Llc",,"7601 Penn Avenue South Suite A600","Richfield","MN","USA",55423,"Martha Hanson","612-243-8620","licenses@dcmservices.com","DC1091","MA Debt Collector"
931163,"Debt Management, Inc",,"200 Chauncy St Suite 208","Mansfield","MA","USA",2048,"James Fox, Iii","508-643-1400","james.foxiii@debtmanagementinc.com","DC0778","MA Debt Collector"
931163,"Debt Management, Inc",1171104,"484 Viking Dr Suite 155","Virginia Beach","VA","USA",23452,"James Fox, Iii","508-643-1400","james.foxiii@debtmanagementinc.com","DC931163","MA Debt Collector"
934307,"Debt Recovery Solutions, Llc",,"6800 Jericho Turnpike Ste. 113E ","Syosset","NY","USA",11791,"Donald Schwartz","516-229-4803","dschwartz@dbtsolutions.com","DC1075","MA Debt Collector"
967590,"Delta Management Associates Inc",,"100 Everett Ave Suite 6","Chelsea","MA","USA",2150,"Susan Hogan","617-660-3844","shogan@delta-mgt.com","DC0269","MA Debt Collector"
967590,"Delta Management Associates Inc",991749,"121 Broadway ","Dover","NH","USA",3820,"Susan Hogan","617-660-3844","shogan@delta-mgt.com","DC967590","MA Debt Collector"
967590,"Delta Management Associates Inc",1020530,"21 Manchester Street ","Merrimack","NH","USA",3054,"Susan Hogan","617-660-3844","shogan@delta-mgt.com","DC110955-101","MA Debt Collector"
967590,"Delta Management Associates Inc",1149068,"2445 W Dunlap Ave ","Phoenix","AZ","USA",85021,"Susan Hogan","617-660-3844","shogan@delta-mgt.com","DC967950","MA Debt Collector"
908487,"Delta Outsource Group, Inc.",,"62 N Central Drive ","O'Fallon","MO","USA",63366,"Michael Lages","636-547-2655","michael.lages@deltaoutsourcegroup.com","DC908487","MA Debt Collector"
925597,"Denovus Corporation, Ltd.",,"480 Johnson Road Suite 110","Washington","PA","USA","15301-8936","Thomas Mcfadyen","724-250-9004","corporate@denovusltd.com","DC1259","MA Debt Collector"
862539,"Deval Llc",,"1231 Greenway Drive, Suite 220 ","Irving","TX","USA",75038,"Deborah Garcia-Gratacos","469-647-4450","dgarcia@deval.us","DC862539","MA Debt Collector"
1057,"Ditech Financial Llc",,"3000 Bayport Drive Suite 880","Tampa","FL","USA",33607,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC0656","MA Debt Collector"
1057,"Ditech Financial Llc",4654,"2100 East Elliot Road Bldg. 94","Tempe","AZ","USA",85284,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC0655","MA Debt Collector"
1057,"Ditech Financial Llc",4678,"1400 Turbine Drive ","Rapid City","SD","USA",57703,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC0659","MA Debt Collector"
1057,"Ditech Financial Llc",4737,"11885 Lackland Road Suite 312","Maryland Heights","MO","USA",63146,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC1057","MA Debt Collector"
1057,"Ditech Financial Llc",215984,"1400  Landmark Towers 345 Saint Peter Street","Saint Paul","MN","USA",55102,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC1057","MA Debt Collector"
1057,"Ditech Financial Llc",1026556,"1555 Walnut Hill Lane ","Irving","TX","USA",75038,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC1057","MA Debt Collector"
1057,"Ditech Financial Llc",1158672,"301 West Bay Street Floors 21 & 22","Jacksonville","FL","USA",32202,"Jennifer Latzka","651-393-7115","jennifer.latzka@ditech.com","DC1057","MA Debt Collector"
920378,"Diversified Adjustment Service, Inc.",,"600 Coon Rapids Blvd. ","Coon Rapids","MN","USA",55433,"Tara Lafave","763-783-2334","tlafave@diversifiedadjustment.com","DC0414","MA Debt Collector"
938331,"Diversified Consultants, Inc",,"10550 Deerwood Park Blvd Suite 309","Jacksonville","FL","USA",32256,"Mavis Kohn","502-907-1843","mavis@dcicollect.com","DC0996","MA Debt Collector"
938331,"Diversified Consultants, Inc",1639386,"5120 Interchange Way ","Louisville","KY","USA",40229,"Mavis Kohn","502-907-1843","mavis@dcicollect.com","DC938331","MA Debt Collector"
954553,"Divine And Service Lp",,"13809 Research Blvd, Ste 800 ","Austin","TX","USA",78750,"Cynthia Nelson","512-255-1636","cynthia.nelson@dandsltd.com","DC0713","MA Debt Collector"
938351,"Dtg Holdings, Inc.",,"11350 Mccormick Road Epiii, Suite 800","Hunt Valley","MD","USA",21031,"Lisa Coleman","443-578-4451","tcoleman@access-receivables.com","DC0735","MA Debt Collector"
116356,"Dyck-O'Neal, Inc.",,"6060 N. Central Expressway Suite 200","Dallas","TX","USA",75206,"Mary Resch","972-661-3744","mresch@dyckoneal.com","DC1208","MA Debt Collector"
952183,"Dynamic Recovery Solutions Llc",,"135 Interstate Blvd, Suite 6 ","Greenville","SC","USA",29615,"Mike Porter","864-371-6461x0000","mikep@gotodrs.com","DC1287","MA Debt Collector"
934918,"Eastern Account System Of Connecticut, Inc.",,"75 Glen Rd Suite 310","Sandy Hook","CT","USA",6482,"Steven Zank","800-750-6343x221","steve_zank@easternaccounts.com","DC1313","MA Debt Collector"
1049519,"Eastpoint Recovery Group, Inc.",,"461 Ellicott Street Third Floor","Buffalo","NY","USA",14203,"Danielle Green","716-355-9673","dgreen@eastpointrecoverygroup.com","DC1049519","MA Debt Collector"
950415,"Egs Financial Care, Inc.",,"400 Horsham Road Suite 130, Horsham Corporate Center","Horsham","PA","USA",19044,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC0430","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1089528,"3 Cyberpod Centris-South Tower, Eton Centris, Edsa Co.Quezon Ave, Barangay Pinyahan, Diliman District","Quezon City",,"PHL",1101,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1096642,"2/F Blue Wave Strip Mall Sumulong Hwy Cor Gil Fernando Avenue","Marikina City",,"PHL",1810,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1096663,"5441 Hwy. 90 West ","Mobile","AL","USA",36619,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1096664,"75 Port Royal East Suite 240","Montreal",,"QCC","H3L3T1","Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1096676,"5 Penn Center West Suite 100","Pittsburgh","PA","USA",15276,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1096690,"6F Philplans Corporate Center I 10Th Ave. Cor. Kalayaan Ave., Bonifacio Gobal City","Taguig City",,"PHL",1634,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1096697,"4740 Baxter Road ","Virginia Beach","VA","USA",23462,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950415,"Egs Financial Care, Inc.",1133804,"20401 N. 29Th Avenue, Suite 110 ","Phoenix","AZ","USA",85027,"Sharon Wander","877-278-2306","sharon.wander@alorica.com","DC950415","MA Debt Collector"
950971,"Electromedical Associates Inc.",,"5 Northern Blvd Unit 11 ","Amherst","NH","USA",3031,"Michael Daly","603-883-0866","mdaly@ema-incorp.com","DC0903","MA Debt Collector"
943600,"Ems Billing Solutions",,"844 Woburn St ","Wilmington","MA","USA",1887,"Cheryl Rogan","978-253-2614","crogan@actionambulance.com","DC1174","MA Debt Collector"
181265,"Encore Receivable Management, Inc.",,"400 N. Rogers Road ","Olathe","KS","USA",66062,"Danielle Keiter","913-393-5194","danielle.keiter@convergys.com","DC0661","MA Debt Collector"
181265,"Encore Receivable Management, Inc.",953699,"Glorietta 5, Ayala Center Ayala Avenue","Makati City",,"PHL",1224,"Danielle Keiter","913-393-5194","danielle.keiter@convergys.com","DC181265","MA Debt Collector"
181265,"Encore Receivable Management, Inc.",953715,"Nuvali Site Technopod 1 Lakeside Ecozone It Park ","Sta. Rosa, Laguna",,"PHL","NA","Danielle Keiter","913-393-5194","danielle.keiter@convergys.com","DC181265","MA Debt Collector"
953724,"Enhanced Recovery Company, Llc",,"8014 Bayberry Rd. ","Jacksonville","FL","USA",32256,"Rocky Landoll","904-680-2591x2028","rlandoll@ercbpo.com","DC0737","MA Debt Collector"
953724,"Enhanced Recovery Company, Llc",1560019,"1311 North Highway 71 ","Willmar","MN","USA",56201,"Rocky Landoll","904-680-2591x2028","rlandoll@ercbpo.com","DC953724","MA Debt Collector"
934565,"Estate Information Services, Llc",,"670 Morrison Rd., Suite 300 ","Gahanna","OH","USA",43230,"Andrew Hall","614-473-0347","andrew.hall@probate-services.com","DC0953","MA Debt Collector"
926201,"Everest Receivable Services Inc.",,"352 Sonwil Drive ","Cheektowaga","NY","USA",14225,"Heather Griffith","443-371-6705","licensingadmin@multisourcellc.com","DC926201","MA Debt Collector"
959428,"F.H. Cann & Associates, Inc.",,"1600 Osgood Street Suite 2120","North Andover","MA","USA",1845,"Sheri Traficante-Cann","978-722-0015","frank@fhcann.com","DC0615","MA Debt Collector"
934298,"Fair Collections & Outsourcing Of New England, Inc.",,"12304 Baltimore Ave. Ste E","Beltsville","MD","USA",20705,"Rupa Gupta","240-374-5454","rgupta@fco.com","DC0973","MA Debt Collector"
934298,"Fair Collections & Outsourcing Of New England, Inc.",939132,"Rcbc Plaza - Yuchengco Tower 6819 Ayala Ave, 27Th Floor","Makati City",,"PHL",1200,"Rupa Gupta","240-374-5454","rgupta@fco.com","DC1222","MA Debt Collector"
88244,"Fay Servicing, Llc",,"440 S. Lasalle Street Suite 2000","Chicago","IL","USA",60605,"Ada Rivera","312-508-4225","arivera@fayservicing.com","DC112380-100","MA Debt Collector"
88244,"Fay Servicing, Llc",349963,"3000 Kellway Drive Suite 150","Carrollton","TX","USA",75006,"Ada Rivera","312-508-4225","arivera@fayservicing.com","DC88244","MA Debt Collector"
88244,"Fay Servicing, Llc",1026442,"1801 S. Meyers Road. Suite 210","Oakbrook Terrace","IL","USA",60181,"Ada Rivera","312-508-4225","arivera@fayservicing.com","DC88244","MA Debt Collector"
88244,"Fay Servicing, Llc",1241817,"1501 E. Woodfield Rd. Ste. 100W","Schaumburg","IL","USA","60173-5447","Ada Rivera","312-508-4225","arivera@fayservicing.com","DC88244","MA Debt Collector"
